Generación,Fitness
1,2392
2,2073
3,2073
4,2044
5,2044
6,2000
7,1962
8,1962
9,1958
10,1958
11,1958
12,1958
13,1949
14,1940
15,1933
16,1933
17,1933
18,1933
19,1933
20,1903
21,1903
22,1903
23,1903
24,1903
25,1903
26,1903
27,1903
28,1903
29,1903
30,1903
31,1903
32,1903
33,1903
34,1903
35,1903
36,1903
37,1903
38,1903
39,1903
40,1903
41,1903
42,1903
43,1903
44,1903
45,1903
46,1903
47,1903
48,1903
49,1903
50,1903
