Generación,Fitness
1,2392
2,2148
3,2034
4,2034
5,2026
6,2026
7,2026
8,2026
9,2026
10,2026
11,2026
12,2026
13,2026
14,2026
15,2026
16,1973
17,1973
18,1896
19,1896
20,1896
21,1896
22,1896
23,1896
24,1896
25,1896
26,1896
27,1896
28,1896
29,1896
30,1896
31,1896
32,1896
33,1896
34,1896
35,1896
36,1896
37,1896
38,1896
39,1896
40,1896
41,1885
42,1885
43,1885
44,1885
45,1885
46,1851
47,1851
48,1851
49,1851
50,1851
