Generación,Fitness
1,2392
2,2279
3,1996
4,1996
5,1996
6,1996
7,1996
8,1920
9,1920
10,1920
11,1920
12,1920
13,1920
14,1920
15,1920
16,1920
17,1920
18,1920
19,1920
20,1920
21,1920
22,1920
23,1920
24,1920
25,1920
26,1920
27,1904
28,1904
29,1904
30,1894
31,1894
32,1894
33,1894
34,1894
35,1894
36,1894
37,1894
38,1894
39,1894
40,1894
41,1894
42,1894
43,1894
44,1894
45,1894
46,1894
47,1894
48,1894
49,1894
50,1894
