Generación,Fitness
1,2392
2,2185
3,2041
4,2030
5,2030
6,1968
7,1968
8,1954
9,1954
10,1948
11,1948
12,1911
13,1911
14,1911
15,1911
16,1911
17,1911
18,1911
19,1911
20,1911
21,1911
22,1911
23,1911
24,1911
25,1911
26,1911
27,1902
28,1902
29,1902
30,1902
31,1902
32,1902
33,1902
34,1902
35,1902
36,1902
37,1902
38,1902
39,1902
40,1902
41,1902
42,1902
43,1902
44,1902
45,1902
46,1902
47,1902
48,1902
49,1902
50,1902
