Generación,Fitness
1,2392
2,2203
3,2017
4,2017
5,2017
6,2017
7,2017
8,1927
9,1927
10,1927
11,1927
12,1927
13,1927
14,1927
15,1927
16,1927
17,1927
18,1927
19,1894
20,1894
21,1894
22,1884
23,1817
24,1817
25,1817
26,1817
27,1817
28,1817
29,1817
30,1817
31,1817
32,1817
33,1817
34,1797
35,1779
36,1779
37,1779
38,1779
39,1779
40,1779
41,1779
42,1779
43,1779
44,1779
45,1779
46,1779
47,1779
48,1779
49,1779
50,1778
