Generación,Fitness
1,2392
2,2220
3,2117
4,2071
5,2071
6,2065
7,2054
8,2054
9,2054
10,1982
11,1982
12,1982
13,1982
14,1982
15,1982
16,1982
17,1982
18,1969
19,1969
20,1969
21,1969
22,1969
23,1969
24,1949
25,1949
26,1949
27,1949
28,1949
29,1949
30,1949
31,1949
32,1949
33,1949
34,1933
35,1933
36,1933
37,1933
38,1933
39,1933
40,1865
41,1865
42,1865
43,1865
44,1865
45,1865
46,1865
47,1865
48,1865
49,1865
50,1865
