Generación,Fitness
1,2392
2,2005
3,1968
4,1968
5,1968
6,1968
7,1968
8,1968
9,1917
10,1917
11,1829
12,1829
13,1829
14,1829
15,1829
16,1829
17,1829
18,1829
19,1829
20,1829
21,1829
22,1829
23,1829
24,1829
25,1829
26,1829
27,1829
28,1829
29,1829
30,1829
31,1829
32,1829
33,1829
34,1829
35,1829
36,1829
37,1829
38,1829
39,1829
40,1829
41,1829
42,1829
43,1829
44,1829
45,1829
46,1829
47,1829
48,1829
49,1829
50,1829
