Generación,Fitness
1,2392
2,2148
3,2115
4,2007
5,2007
6,1998
7,1932
8,1932
9,1932
10,1908
11,1908
12,1908
13,1908
14,1908
15,1908
16,1908
17,1908
18,1908
19,1908
20,1908
21,1908
22,1908
23,1908
24,1908
25,1908
26,1908
27,1908
28,1908
29,1908
30,1908
31,1908
32,1908
33,1908
34,1908
35,1908
36,1908
37,1908
38,1908
39,1908
40,1908
41,1908
42,1908
43,1908
44,1908
45,1908
46,1908
47,1870
48,1870
49,1870
50,1870
