Generación,Fitness
1,2392
2,2063
3,2063
4,2063
5,2013
6,1984
7,1951
8,1951
9,1951
10,1951
11,1882
12,1882
13,1882
14,1882
15,1882
16,1882
17,1882
18,1882
19,1882
20,1882
21,1882
22,1882
23,1882
24,1882
25,1882
26,1882
27,1882
28,1882
29,1825
30,1825
31,1825
32,1825
33,1825
34,1825
35,1806
36,1806
37,1806
38,1806
39,1806
40,1806
41,1806
42,1806
43,1806
44,1806
45,1806
46,1806
47,1806
48,1806
49,1806
50,1806
