Generación,Fitness
1,2392
2,2025
3,2015
4,1997
5,1997
6,1942
7,1927
8,1927
9,1927
10,1927
11,1927
12,1927
13,1923
14,1923
15,1923
16,1923
17,1881
18,1881
19,1881
20,1881
21,1881
22,1881
23,1881
24,1881
25,1881
26,1881
27,1881
28,1881
29,1881
30,1881
31,1881
32,1881
33,1881
34,1881
35,1861
36,1861
37,1861
38,1861
39,1861
40,1861
41,1861
42,1861
43,1861
44,1861
45,1861
46,1861
47,1861
48,1861
49,1861
50,1861
